0, 0, 0, 0
0.311653, 0.0850907, 0, -0.0174533
0.623231, 0.16583, 0, -0.0349066
0.934656, 0.242221, 0, -0.0523599
1.24585, 0.314267, 0, -0.0698132
1.55675, 0.381971, 0, -0.0872665
1.86726, 0.44534, 0, -0.10472
2.17732, 0.504382, 0, -0.122173
2.48685, 0.559104, 0, -0.139626
2.79578, 0.609517, 0, -0.15708
3.10402, 0.655633, 0, -0.174533
3.41151, 0.697462, 0, -0.191986
3.71817, 0.73502, 0, -0.20944
4.02392, 0.768322, 0, -0.226893
4.32869, 0.797384, 0, -0.244346
4.63241, 0.822223, 0, -0.261799
4.93501, 0.842859, 0, -0.279253
5.2364, 0.859312, 0, -0.296706
5.53653, 0.871604, 0, -0.314159
5.8353, 0.879757, 0, -0.331613
6.13267, 0.883795, 0, -0.349066
6.42854, 0.883745, 0, -0.366519
6.72285, 0.879632, 0, -0.383972
7.01554, 0.871484, 0, -0.401426
7.30652, 0.85933, 0, -0.418879
7.59573, 0.843201, 0, -0.436332
7.88311, 0.823129, 0, -0.453786
8.16857, 0.799145, 0, -0.471239
8.45207, 0.771284, 0, -0.488692
8.73351, 0.73958, 0, -0.506145
9.01285, 0.704071, 0, -0.523599
9.29002, 0.664793, 0, -0.541052
9.56494, 0.621785, 0, -0.558505
9.83755, 0.575087, 0, -0.575959
10.1078, 0.524739, 0, -0.593412
10.3756, 0.470784, 0, -0.610865
10.6409, 0.413264, 0, -0.628319
10.9037, 0.352224, 0, -0.645772
11.1638, 0.287708, 0, -0.663225
11.4213, 0.219763, 0, -0.680678
11.676, 0.148436, 0, -0.698132
11.9279, 0.0737761, 0, -0.715585
12.177, -0.00416821, 0, -0.733038
12.4232, -0.0853464, 0, -0.750492
12.6664, -0.169707, 0, -0.767945
12.9065, -0.257198, 0, -0.785398
13.1436, -0.347766, 0, -0.802851
13.3776, -0.441357, 0, -0.820305
13.6083, -0.537915, 0, -0.837758
13.8359, -0.637386, 0, -0.855211
14.0602, -0.739711, 0, -0.872665
14.2811, -0.844833, 0, -0.890118
14.4986, -0.952694, 0, -0.907571
14.7127, -1.06323, 0, -0.925025
14.9234, -1.17639, 0, -0.942478
15.1305, -1.29211, 0, -0.959931
15.3341, -1.41032, 0, -0.977384
15.534, -1.53097, 0, -0.994838
15.7303, -1.65398, 0, -1.01229
15.9229, -1.77931, 0, -1.02974
16.1118, -1.90687, 0, -1.0472
16.2969, -2.03661, 0, -1.06465
16.4782, -2.16846, 0, -1.0821
16.6557, -2.30235, 0, -1.09956
16.8292, -2.43822, 0, -1.11701
16.9989, -2.57599, 0, -1.13446
17.1646, -2.7156, 0, -1.15192
17.3264, -2.85699, 0, -1.16937
17.4841, -3.00007, 0, -1.18682
17.6379, -3.14479, 0, -1.20428
17.7875, -3.29106, 0, -1.22173
17.9331, -3.43882, 0, -1.23918
18.0745, -3.588, 0, -1.25664
18.2118, -3.73852, 0, -1.27409
18.345, -3.89032, 0, -1.29154
18.4739, -4.04331, 0, -1.309
18.5987, -4.19744, 0, -1.32645
18.7192, -4.35261, 0, -1.3439
18.8355, -4.50876, 0, -1.36136
18.9476, -4.66582, 0, -1.37881
19.0553, -4.82371, 0, -1.39626
19.1588, -4.98235, 0, -1.41372
19.258, -5.14168, 0, -1.43117
19.3529, -5.30161, 0, -1.44862
19.4434, -5.46207, 0, -1.46608
19.5297, -5.62298, 0, -1.48353
19.6116, -5.78428, 0, -1.50098
19.6891, -5.94588, 0, -1.51844
19.7623, -6.1077, 0, -1.53589
19.8312, -6.26968, 0, -1.55334
19.8957, -6.43173, 0, -1.5708
19.9559, -6.59379, 0, -1.58825
20.0117, -6.75576, 0, -1.6057
20.0631, -6.91759, 0, -1.62316
20.1102, -7.07919, 0, -1.64061
20.153, -7.24048, 0, -1.65806
20.1914, -7.4014, 0, -1.67552
20.2255, -7.56186, 0, -1.69297
20.2553, -7.72179, 0, -1.71042
20.2808, -7.88111, 0, -1.72788
20.302, -8.03976, 0, -1.74533
20.3189, -8.19764, 0, -1.76278
20.3315, -8.3547, 0, -1.78024
20.3399, -8.51086, 0, -1.79769
20.344, -8.66603, 0, -1.81514
20.3439, -8.82015, 0, -1.8326
20.3396, -8.97315, 0, -1.85005
20.3311, -9.12494, 0, -1.8675
20.3185, -9.27546, 0, -1.88496
20.3017, -9.42464, 0, -1.90241
20.2808, -9.57241, 0, -1.91986
20.2558, -9.71868, 0, -1.93732
20.2268, -9.86339, 0, -1.95477
20.1937, -10.0065, 0, -1.97222
20.1566, -10.1479, 0, -1.98968
20.1156, -10.2875, 0, -2.00713
20.0706, -10.4252, 0, -2.02458
20.0216, -10.5611, 0, -2.04204
19.9689, -10.695, 0, -2.05949
19.9122, -10.8269, 0, -2.07694
19.8518, -10.9566, 0, -2.0944
19.7876, -11.0842, 0, -2.11185
19.7196, -11.2095, 0, -2.1293
19.648, -11.3325, 0, -2.14675
19.5727, -11.4531, 0, -2.16421
19.4938, -11.5714, 0, -2.18166
19.4114, -11.6871, 0, -2.19911
19.3254, -11.8002, 0, -2.21657
19.2359, -11.9108, 0, -2.23402
19.1431, -12.0186, 0, -2.25147
19.0468, -12.1238, 0, -2.26893
18.9472, -12.2261, 0, -2.28638
18.8443, -12.3255, 0, -2.30383
18.7382, -12.4221, 0, -2.32129
18.6289, -12.5157, 0, -2.33874
18.5165, -12.6063, 0, -2.35619
18.401, -12.6938, 0, -2.37365
18.2825, -12.7781, 0, -2.3911
18.161, -12.8593, 0, -2.40855
18.0366, -12.9372, 0, -2.42601
17.9093, -13.0119, 0, -2.44346
17.7793, -13.0832, 0, -2.46091
17.6465, -13.1512, 0, -2.47837
17.511, -13.2157, 0, -2.49582
17.3729, -13.2767, 0, -2.51327
17.2323, -13.3342, 0, -2.53073
17.0891, -13.3882, 0, -2.54818
16.9435, -13.4386, 0, -2.56563
16.7956, -13.4853, 0, -2.58309
16.6453, -13.5283, 0, -2.60054
16.4928, -13.5675, 0, -2.61799
16.3382, -13.603, 0, -2.63545
16.1814, -13.6347, 0, -2.6529
16.0226, -13.6626, 0, -2.67035
15.8618, -13.6866, 0, -2.68781
15.699, -13.7067, 0, -2.70526
15.5345, -13.7228, 0, -2.72271
